Genre,Language,Nudity,Rating,Sex,Title,Violence,Release_Date,Production_Budget,Domestic_Gross,Worldwide_Gross
Horror,Medium,Light,PG-13,Light,Shutter,Heavy,3/21/2008,8000000,25928550,47782426
Drama,Medium,None,PG-13,Light,My Blueberry Nights,Light,4/4/2008,10000000,866778,22198996
Science Fiction,None,None,PG,None,City Of Ember,Medium,10/10/2008,38000000,7873007,17831558
Musical,None,Light,G,None,High School Musical 3: Senior Year,Light,10/24/2008,11000000,90559416,274392880
Drama,Heavy,Light,R,None,Street Kings,Heavy,4/11/2008,20000000,26418667,65457811
Science Fiction,Heavy,Heavy,R,Heavy,Blindness,Heavy,10/3/2008,25000000,3073392,20052958
Horror,Medium,Light,R,Light,The Strangers,Heavy,5/30/2008,9000000,52597610,83051676
Comedy,Heavy,Medium,PG-13,Heavy,The Love Guru,Heavy,6/20/2008,62000000,32235793,40159017
Drama,Heavy,Light,PG-13,Light,Lakeview Terrace,Medium,9/19/2008,20000000,39263506,44821299
Thriller,Medium,Light,PG-13,Light,Quantum Of Solace,Medium,11/14/2008,230000000,169368427,591692078
Drama,Medium,Light,R,Light,The Children Of Huang Shi,Heavy,5/23/2008,20000000,1031872,8221700
Thriller,Medium,Light,PG-13,Light,The Dark Knight,Heavy,7/18/2008,185000000,533345358,1001620618
Thriller,Heavy,Light,R,None,Body Of Lies,Heavy,10/10/2008,67500000,39394666,118556530
Thriller,Heavy,Medium,PG-13,Light,Max Payne,Heavy,10/17/2008,35000000,40689393,85763888
Family,None,None,PG,None,Bolt,Light,11/21/2008,150000000,114053579,328015029
War Drama,Heavy,Medium,R,Light,Miracle At St. Anna,Heavy,9/26/2008,45000000,7916887,9676497
Comedy,None,None,PG,None,Beverly Hills Chihuahua,Light,10/3/2008,20000000,94514402,154218168
Thriller,Heavy,Light,R,Light,Death Race,Heavy,8/22/2008,65000000,36316032,72516819
Science Fiction,Medium,Light,PG-13,Light,Babylon A.D.,Heavy,8/29/2008,45000000,22532572,70216497
Thriller,Heavy,None,PG-13,None,Eagle Eye,Medium,9/26/2008,80000000,101440743,178066569
Thriller,Medium,Medium,R,Medium,Bangkok Dangerous,Heavy,9/5/2008,45000000,15298133,46598133
Animated,None,None,G,None,Space Chimps,Light,7/18/2008,37000000,30105968,67029956
Comedy,Heavy,Light,R,Medium,Tropic Thunder,Heavy,8/13/2008,90000000,110515313,191145256
Comedy,Heavy,Medium,PG-13,Medium,The House Bunny,Light,8/22/2008,25000000,48237389,71390601
Animated,Light,None,PG,None,Star Wars: The Clone Wars,Medium,8/15/2008,8500000,35161554,68695443
Drama,Medium,Light,PG-13,Light,The Sisterhood Of The Traveling Pants 2,None,8/6/2008,27000000,44089964,44270131
Action,Medium,Light,PG-13,Light,The Mummy: Tomb Of The Dragon Emperor,Medium,8/1/2008,175000000,102491776,405760225
Drama,Light,Light,PG-13,Medium,Brick Lane,None,6/20/2008,2500000,1094998,3838486
Science Fiction,Heavy,Medium,PG-13,Light,Hancock,Heavy,7/1/2008,150000000,227946274,624234272
Science Fiction,Medium,Light,PG-13,Light,The Incredible Hulk,Heavy,6/13/2008,137500000,134806913,265573859
Documentary,Medium,Medium,R,Medium,Religulous,Light,10/1/2008,2500000,13011160,13881317
Comedy,Heavy,Light,PG-13,Light,Get Smart,Medium,6/20/2008,80000000,130319208,226739416
Thriller,Heavy,Medium,R,Medium,Wanted,Heavy,6/27/2008,75000000,134508551,342416460
Comedy,Heavy,None,PG-13,None,Swing Vote,None,8/1/2008,21000000,16289867,17589867
Comedy,Heavy,Light,PG-13,Light,The Rocker,Medium,8/20/2008,15000000,6409528,8767338
Documentary,Medium,Medium,PG-13,Light,American Teen,Light,7/25/2008,5000000,942441,989319
Supernatural Horror,Medium,Light,PG-13,Light,The X-Files: I Want To Believe,Heavy,7/25/2008,35000000,20982478,68170792
Comedy,Medium,Light,PG,None,Meet Dave,Medium,7/11/2008,60000000,11803254,50648806
Comedy,Heavy,Light,PG-13,Medium,Witless Protection,Medium,2/22/2008,7500000,4151836,4151836
Comedy,Heavy,Light,R,Light,The Hammer,Light,3/21/2008,850000,442638,442638
Drama,Light,Light,PG-13,Light,Married Life,Light,3/7/2008,12000000,1506998,2975188
Comedy,Medium,None,PG-13,Light,Be Kind Rewind,Light,2/22/2008,20000000,11175164,30894247
Comedy,Heavy,Heavy,R,Heavy,Strange Wilderness,Heavy,2/1/2008,20000000,6575282,6947084
Comedy,Medium,Light,PG-13,Light,Over Her Dead Body,None,2/1/2008,10000000,7570127,21596074
Science Fiction,Medium,Light,PG-13,Light,Jumper,Medium,2/14/2008,82500000,80172128,222640812
Thriller,Heavy,None,R,Light,In Bruges,Heavy,2/8/2008,15000000,7800825,34533783
Comedy,Heavy,Medium,PG-13,Medium,Welcome Home Roscoe Jenkins,Light,2/8/2008,27500000,42436517,43607627
Comedy,Medium,Light,PG-13,Medium,"Definitely, Maybe",Light,2/14/2008,7000000,32241649,55617866
Drama,Medium,Light,PG-13,Light,Step Up 2 The Streets,Light,2/14/2008,17500000,58017783,148586910
Drama,Heavy,None,R,Medium,Snow Angels,Heavy,3/7/2008,1500000,402858,414404
Comedy,Heavy,Light,R,Medium,The Grand,Light,3/21/2008,3000000,115879,115879
Musical,Heavy,Light,PG-13,Medium,Mamma Mia!,None,7/18/2008,52000000,144130063,615748772
Family Animated Science Fiction,None,None,G,None,Wall-E,Light,6/27/2008,180000000,223808164,532508025
Drama,Light,None,G,None,Kit Kittredge: An American Girl,Light,6/20/2008,10000000,17657973,17657973
Science Fiction,Medium,None,R,None,The Happening,Heavy,6/13/2008,60000000,64506874,162778384
Comedy,None,None,PG,None,Kung Fu Panda,Medium,6/6/2008,130000000,215434591,631910531
Action Adventure Drama,Medium,Light,PG-13,None,Indiana Jones And The Kingdom Of The Crystal Skull,Medium,5/22/2008,185000000,317101119,786635413
Action,None,Light,PG,None,The Chronicles Of Narnia: Prince Caspian,Medium,5/16/2008,225000000,141621490,417341288
Adventure Fantasy,Medium,Light,PG,Light,Speed Racer,Medium,5/9/2008,120000000,43945766,93394462
Drama,Heavy,Light,R,Light,Redbelt,Medium,5/2/2008,7000000,2344847,2667084
Comedy,Medium,Medium,PG-13,Medium,Made Of Honor,Light,5/2/2008,40000000,46012734,106548738
Science Fiction,Heavy,Light,PG-13,Light,Iron Man,Medium,5/2/2008,186000000,318604126,585171547
Documentary,Heavy,Heavy,R,Heavy,Standard Operating Procedure,Heavy,4/25/2008,5000000,228830,332120
Comedy,Heavy,None,PG-13,Light,Baby Mama,None,4/25/2008,30000000,60494212,64170447
Horror,Heavy,Heavy,R,Heavy,Pathology,Heavy,4/18/2008,8000000,109045,3270974
Mystery,Heavy,Medium,R,Light,88 Minutes,Medium,4/18/2008,30000000,16930884,32955399
Martial Arts Fantasy,Light,None,PG-13,None,The Forbidden Kingdom,Medium,4/18/2008,55000000,52075270,129075270
Comedy,Heavy,Heavy,R,Heavy,Forgetting Sarah Marshall,Light,4/18/2008,30000000,63172463,105173042
Drama,Heavy,Light,PG-13,Medium,Never Back Down,Heavy,3/14/2008,21000000,24850922,39319801
Science Fiction,Heavy,Medium,R,Light,Doomsday,Heavy,3/14/2008,33000000,11008770,21621188
Thriller,Medium,Light,R,Medium,Funny Games,Heavy,3/14/2008,15000000,1294640,8200127
Horror,Heavy,None,PG-13,Light,Prom Night,Medium,4/11/2008,18000000,43869350,57193655
Concert Documentary,Light,Light,PG-13,Light,Shine A Light,None,4/4/2008,1000000,5505267,16173879
Horror,Heavy,Medium,R,Light,The Ruins,Heavy,4/4/2008,25000000,17432844,22910563
Comedy,Light,Light,PG-13,None,Leatherheads,Light,4/4/2008,58000000,31373938,41348628
Drama,Heavy,None,PG-13,Light,Meet The Browns,Light,3/21/2008,20000000,41975388,41975388
Comedy,Heavy,Light,PG-13,Light,Drillbit Taylor,Medium,3/21/2008,40000000,32862104,49686263
Drama,Medium,Medium,PG-13,Medium,21,Medium,3/28/2008,35000000,81159365,159846429
Comedy,Heavy,Light,PG-13,Medium,Superhero Movie,Medium,3/28/2008,35000000,26638520,73026302
Drama,Heavy,Light,R,None,Stop-Loss,Heavy,3/28/2008,25000000,10915744,11229035
Comedy,Heavy,Light,R,Medium,Semi-Pro,Medium,2/29/2008,55000000,33479698,43980363
Drama,Light,Light,PG-13,Medium,The Other Boleyn Girl,Light,2/29/2008,40000000,26814957,78269970
Action,None,Light,PG-13,None,"10,000 B.C.",Medium,3/7/2008,105000000,94784201,269065678
Drama,Medium,Medium,R,Heavy,The Bank Job,Heavy,3/7/2008,20000000,30060660,66143005
Comedy,Heavy,None,PG-13,Light,Mad Money,Light,1/18/2008,22000000,20668843,25044057
Comedy,None,Medium,R,Light,Charlie Bartlett,Medium,2/22/2008,12000000,3950294,5295909
War Drama,Heavy,Light,R,Light,Rambo,Heavy,1/25/2008,47500000,42754105,112214531
Police Thriller,Heavy,Light,R,None,Untraceable,Heavy,1/25/2008,35000000,28687835,52649951
Comedy,Heavy,Medium,PG-13,Medium,Meet The Spartans,Medium,1/25/2008,30000000,38233676,84646831
Science Fiction,Heavy,Light,PG-13,Light,Cloverfield,Heavy,1/18/2008,25000000,80048433,171302226
Comedy,Medium,None,PG-13,Light,27 Dresses,None,1/18/2008,30000000,76808654,160247805
Horror,Light,Light,PG-13,None,The Eye,Medium,2/1/2008,12000000,31418697,57577765
Thriller,Heavy,Light,PG-13,None,Vantage Point,Medium,2/22/2008,40000000,72266306,150886329
Comedy,None,None,G,None,Horton Hears A Who,Light,3/14/2008,85000000,154529439,299477886
Science Fiction,Medium,None,PG,None,The Spiderwick Chronicles,Medium,2/14/2008,92500000,71195053,162839667
Drama,Light,Medium,R,Heavy,The Last Station,None,1/15/2010,18000000,6617867,15696146
Drama,Light,None,PG,Light,The Young Victoria,Light,12/18/2009,35000000,11001272,31878891
Drama,Heavy,Light,R,Heavy,Trucker,Medium,10/9/2009,1500000,52429,52429
Drama,Heavy,None,PG-13,Medium,Me And Orson Welles,Light,11/25/2009,25000000,1190003,1190003
Science Fiction,Heavy,None,PG-13,Light,The Imaginarium Of Doctor Parnassus,Medium,12/25/2009,30000000,7689607,64352607
Horror,Heavy,Light,R,Light,Paranormal Activity,Medium,9/25/2009,450000,107918810,194183034
Crime Thriller,Medium,Light,PG-13,None,Armored,Medium,12/4/2009,20000000,15988876,23661038
Drama,Heavy,Heavy,R,Medium,The Messenger,Light,11/13/2009,6500000,1109660,1744952
Drama,Light,None,PG,Light,Bright Star,Light,9/17/2009,8500000,4444637,17220091
Thriller,Heavy,Light,R,Light,A Perfect Getaway,Heavy,8/7/2009,14000000,15515460,22815460
Animated,None,None,G,None,The Princess And The Frog,Light,11/25/2009,105000000,104400899,270997378
Horror,Heavy,Light,PG-13,Light,The Fourth Kind,Medium,11/6/2009,10000000,26218170,49486874
Comedy,Heavy,Medium,R,None,The Men Who Stare At Goats,Medium,11/6/2009,24000000,32428195,67348218
Comedy,Light,Light,PG-13,Light,Gentlemen Broncos,Light,10/30/2009,9500000,115155,119955
Thriller,Heavy,Light,R,None,Law Abiding Citizen,Heavy,10/16/2009,53000000,73357727,131159781
Drama,Heavy,Medium,R,Medium,Up In The Air,Light,12/4/2009,30000000,83823381,166842739
Action,Light,Light,R,Light,Red Cliff,Heavy,11/20/2009,40000000,627047,119627047
Comedy,Heavy,Heavy,R,Medium,Taking Woodstock,Light,8/26/2009,29000000,7460204,10066366
Horror,Heavy,Medium,R,Medium,The Collector,Heavy,7/31/2009,3000000,7712114,10473836
Drama,Medium,Light,PG,None,Free Style,Light,10/9/2009,10000000,141108,721108
Horror,Medium,Medium,R,Medium,Grace,Heavy,8/14/2009,5000000,8297,8297
Martial Arts Thriller,Medium,Light,R,None,Ninja Assassin,Heavy,11/25/2009,50000000,38122883,62209892
Drama,Light,None,PG-13,Light,The Blind Side,Light,11/20/2009,35000000,255959475,305705794
Horror,Light,None,PG-13,None,The Box,Light,11/6/2009,25000000,15051977,26341896
Drama,Light,Light,PG-13,Light,Amelia,Light,10/23/2009,40000000,14279575,19756077
Animated,None,Light,PG,None,Astro Boy,Medium,10/23/2009,65000000,19551067,41636243
Torture Thriller,Heavy,Light,R,None,Saw Vi,Heavy,10/23/2009,11000000,27693292,69752402
Thriller,Light,Light,PG-13,Light,The Stepfather,Heavy,10/16/2009,20000000,29062561,29227561
Drama,Medium,Light,PG-13,Light,An Education,None,10/9/2009,7500000,12574914,29652736
Comedy,None,Light,PG-13,Light,Whip It,None,10/2/2009,15000000,13077184,18889972
Comedy,Medium,Light,PG-13,Medium,Couples Retreat,Light,10/9/2009,60000000,109205660,172450423
Comedy,Heavy,Medium,R,Light,Zombieland,Heavy,10/2/2009,23600000,75590286,102236596
Comedy,Medium,None,PG-13,Light,Motherhood,None,10/23/2009,10000000,93388,723388
Comedy,Heavy,Medium,R,Medium,A Serious Man,Medium,10/2/2009,7000000,9228788,30360570
Comedy,Light,None,PG-13,Light,The Invention Of Lying,None,10/2/2009,18500000,18451251,32679264
Musical,Medium,None,PG,Light,Fame,None,9/25/2009,18000000,22455510,80227619
Drama,Heavy,Medium,R,Heavy,The Burning Plain,Medium,9/18/2009,20000000,200730,1167092
Thriller,Medium,Medium,R,None,Whiteout,Heavy,9/11/2009,35000000,10275638,12254746
Animated,None,None,PG-13,None,9,Medium,9/9/2009,30000000,31749894,48559999
Horror,Heavy,Light,R,None,Pandorum,Heavy,9/25/2009,40000000,10330853,17033431
Comedy,Heavy,Light,R,Light,Extract,Light,9/4/2009,7500000,10823158,10849158
Drama,Heavy,Medium,R,Heavy,Gamer,Heavy,9/4/2009,50000000,20534907,42002029
Screwball Comedy,Heavy,Light,PG-13,Light,All About Steve,Light,9/4/2009,15000000,33862903,40127259
Horror,Heavy,Medium,R,Medium,Halloween 2,Heavy,8/28/2009,15000000,33392973,38512850
Comedy,Heavy,Light,PG-13,Light,Post Grad,Light,8/21/2009,15000000,6382178,6563402
Action,Heavy,Light,R,Medium,Inglourious Basterds,Heavy,8/21/2009,70000000,120774594,316915264
Comedy,Light,None,PG,None,Bandslam,Light,8/14/2009,20000000,5210988,12967829
Comedy,Heavy,Heavy,R,Heavy,"The Goods: Live Hard, Sell Hard",Light,8/14/2009,10000000,15122676,15297318
Comedy,Heavy,Medium,R,Heavy,Funny People,Light,7/31/2009,72500000,51855045,71880305
Horror,Heavy,Medium,R,Medium,Orphan,Heavy,7/24/2009,20000000,41596251,78769428
Drama,Light,Light,PG-13,Light,Invictus,Light,12/11/2009,60000000,37491364,124514011
Drama,Medium,None,PG-13,None,Love Happens,Light,9/18/2009,18000000,22965110,36133014
Sports Movie,Heavy,None,R,None,The Damned United,Light,10/9/2009,6400000,449865,4199874
Comedy,Light,Light,PG-13,Light,Adam,Light,7/29/2009,3200000,2283291,2834485
Drama,Heavy,None,R,None,The Hurt Locker,Heavy,6/26/2009,15000000,17017811,49894223
Polemical Documentary,Light,None,R,None,Capitalism: A Love Story,Light,9/23/2009,20000000,14363397,19121531
Thriller,Heavy,None,R,None,The Taking Of Pelham 123,Heavy,6/12/2009,110000000,65452312,152364370
Comedy,Heavy,Medium,PG-13,Medium,Whatever Works,Light,6/19/2009,15000000,5306706,35106706
Comedy,Light,Light,PG,None,Aliens In The Attic,Light,7/31/2009,45000000,25200412,59551283
Drama,Medium,Light,R,None,The Road,Medium,11/25/2009,25000000,8114270,29206732
Drama,Heavy,Medium,R,Medium,The Girlfriend Experience,None,5/22/2009,1300000,695840,1005840
Comedy,Heavy,Light,R,Medium,Away We Go,Light,6/5/2009,21000000,9451946,10108016
Comedy,Light,Medium,PG-13,Light,Easy Virtue,Light,5/22/2009,14000000,2656784,20537741
Documentary,None,None,PG,None,"Food, Inc.",Medium,6/12/2009,1000000,4417674,4731944
Science Fiction,Heavy,Light,R,Light,Moon,Medium,6/12/2009,5000000,5010163,10676073
Comedy Thriller,Heavy,Medium,R,Medium,Next Day Air,Heavy,5/8/2009,3000000,10027047,10172519
Comedy,Heavy,Heavy,PG-13,Medium,Dance Flick,Medium,5/22/2009,25000000,25794018,32224624
Drama,None,None,G,None,The Secrets Of Jonathan Sperry,None,9/18/2009,1000000,1355079,1355079
Comedy,Light,Light,PG-13,Medium,My Life In Ruins,Light,6/5/2009,17000000,8677425,20477425
Science Fiction,Light,Light,PG-13,Medium,Sleep Dealer,Light,4/17/2009,2500000,80136,108907
Thriller,Heavy,Heavy,R,Heavy,Crank 2: High Voltage,Heavy,4/17/2009,20000000,13684249,35472739
Comedy,Medium,Light,PG-13,Medium,17 Again,Light,4/17/2009,40000000,64167069,139474906
Drama,Medium,None,R,Light,Adoration,Light,5/8/2009,4000000,294244,384244
Comedy,Light,Light,PG,None,Super Capers,Light,3/20/2009,2000000,30955,30955
Thriller,Heavy,Medium,R,Medium,The Last House On The Left,Heavy,3/13/2009,15000000,32752215,46526243
Thriller,Heavy,Medium,R,Medium,The Last House On The Left,Heavy,8/30/1972,87000,3100000,3100000
Comedy,Heavy,None,R,Medium,Adventureland,Light,4/3/2009,9800000,16044025,17553055
Drama,Heavy,Medium,R,Heavy,Two Lovers,Light,2/13/2009,12000000,3149034,16349034
Science Fiction,Medium,None,PG-13,None,Knowing,Medium,3/20/2009,50000000,79957634,186450317
Comedy,Heavy,Medium,PG-13,Medium,Fired Up,Medium,2/20/2009,20000000,17231291,18608570
Numskull Comedy,Heavy,Heavy,R,Heavy,Miss March,Medium,3/13/2009,6000000,4543320,4713059
Comedy,Heavy,Light,R,Medium,Sunshine Cleaning,Medium,3/13/2009,5000000,12062558,17329337
Science Fiction,Medium,Light,PG-13,Light,Push,Heavy,2/6/2009,38000000,31811527,44411527
Thriller,Medium,Light,R,Light,The International,Heavy,2/13/2009,50000000,25450527,53850527
Science Fiction,Light,Light,PG,Light,Coraline,Medium,2/6/2009,60000000,75286229,126037057
Action Drama,Heavy,Light,R,Light,Gran Torino,Medium,12/12/2008,25000000,148095302,274543085
Animated,Light,Light,PG,None,Cloudy With A Chance Of Meatballs,Light,9/18/2009,100000000,124870275,236827677
Science Fiction,Medium,None,PG-13,Light,Surrogates,Medium,9/25/2009,80000000,38577772,119668350
Comedy,None,None,PG,None,G-Force,Light,7/24/2009,150000000,119436770,292817841
Comedy,Medium,Light,PG-13,None,The Proposal,None,6/19/2009,40000000,163958031,314709717
Comedy,None,None,PG,None,Up,Light,5/29/2009,175000000,293004164,731463377
Comedy,None,None,G,None,Hannah Montana The Movie,Light,4/10/2009,30000000,79576189,169173206
Science Fiction,None,None,PG,None,Race To Witch Mountain,Medium,3/13/2009,50000000,67172595,105103784
Family,Light,Light,PG,None,Ice Age: Dawn Of The Dinosaurs,Medium,7/1/2009,90000000,196573705,859701857
Comedy,Light,Light,PG,None,Night At The Museum: Battle Of The Smithsonian,Light,5/22/2009,150000000,177243721,402231063
Science Fiction,Heavy,Light,PG-13,Light,X-Men Origins: Wolverine,Heavy,5/1/2009,150000000,179883157,374825760
Science Fiction,Light,None,PG,None,Dragonball Evolution,Medium,4/10/2009,30000000,9362785,58228460
Comedy,Heavy,Medium,PG-13,Heavy,"I Love You, Beth Cooper",Medium,7/10/2009,18000000,14800725,16382538
Police Thriller,Medium,None,PG-13,Light,12 Rounds,Heavy,3/27/2009,20000000,12234694,17306648
Action Thriller,Heavy,Light,PG-13,None,G.I. Joe: The Rise Of Cobra,Medium,8/7/2009,175000000,150201498,302469017
Comedy,Light,None,PG,None,Imagine That,Light,6/12/2009,55000000,16222392,16222392
Family,Light,None,PG,None,Monsters Vs. Aliens,Medium,3/27/2009,175000000,198351526,381687380
Adventure Mystery,Heavy,Heavy,R,Heavy,Watchmen,Heavy,3/6/2009,138000000,107509799,186976250
Drama,Medium,Medium,R,Light,Public Enemies,Heavy,7/1/2009,102500000,97104620,212282709
Comedy,Heavy,Medium,PG-13,Medium,Land Of The Lost,Heavy,6/5/2009,100000000,49438370,69548641
Horror,Medium,None,PG-13,Light,Drag Me To Hell,Heavy,5/29/2009,30000000,42100625,91388487
Thriller,Medium,None,PG-13,Light,State Of Play,Medium,4/17/2009,60000000,37017955,88832210
Drama,Light,None,PG,None,Where The Wild Things Are,Medium,10/16/2009,100000000,77233467,99123656
Comedy,Light,None,PG,None,Shorts,Light,8/21/2009,20000000,20919166,29870801
Comedy,Heavy,Heavy,R,Medium,The Hangover,Medium,6/5/2009,35000000,277322503,465764086
Science Fiction,Light,Light,PG-13,None,Terminator Salvation,Medium,5/21/2009,200000000,125322469,365491792
Numskull Comedy,Heavy,Heavy,R,Medium,Observe And Report,Heavy,4/10/2009,18000000,24007324,27148898
Drama,Heavy,Medium,R,Heavy,Notorious,Medium,1/16/2009,19000000,36843682,45005151
Drama,Heavy,Medium,R,Heavy,Notorious,Medium,1/1/1946,2000000,24464742,24464742
Horror,Heavy,Heavy,R,Medium,My Bloody Valentine,Heavy,1/16/2009,14000000,51545952,102836002
Comedy,None,None,G,None,Hotel For Dogs,Light,1/16/2009,35000000,73178547,122357172
Comedy,Heavy,Light,R,Medium,"I Love You, Man",Light,3/20/2009,40000000,72013010,92302502
Science Fiction,Light,None,PG,None,Inkheart,Medium,1/23/2009,60000000,17303424,66655938
Comedy,Heavy,Light,PG,Light,Bride Wars,Light,1/9/2009,30000000,58715510,115150424
Science Fiction,Medium,Light,PG-13,Light,Star Trek,Medium,5/8/2009,140000000,257730019,385680446
Martial Arts Thriller,Light,None,PG-13,None,Street Fighter: The Legend Of Chun-Li,Heavy,2/27/2009,50000000,8742261,11942261
Horror,Heavy,Heavy,R,Heavy,Friday The 13Th,Heavy,2/13/2009,17000000,65002019,92670237
Horror,Heavy,Heavy,R,Heavy,Friday The 13Th,Heavy,5/9/1980,550000,39754601,59754601
Science Fiction,None,None,PG,None,Delgo,Medium,12/12/2008,40000000,915840,915840
Horror Comedy,Heavy,Medium,R,Light,My Name Is Bruce,Heavy,10/31/2008,1500000,173066,173066
Comic Spy Thriller,Heavy,Medium,PG-13,Light,Duplicity,Light,3/20/2009,60000000,40572825,81079566
Drama,Light,Heavy,R,Heavy,The Reader,Light,12/10/2008,32500000,34194407,112964875
Psychological Drama,Medium,Medium,R,Medium,Adam Resurrected,Medium,9/22/2009,10000000,0,90909
Drama,Heavy,Light,R,Light,Good,Medium,12/31/2008,16000000,31631,31631
Drama,Heavy,Medium,R,Heavy,The Wrestler,Heavy,12/17/2008,6000000,26238243,46634275
Drama,Heavy,Light,R,Heavy,Cadillac Records,Light,12/5/2008,12000000,8195551,8942516
Animated,Light,Heavy,R,Heavy,Waltz With Bashir,Heavy,12/25/2008,2000000,2283849,13912289
Drama,Medium,Light,R,None,Wendy And Lucy,None,12/10/2008,300000,865695,1416046
Animated,None,Light,PG,None,Planet 51,Light,11/20/2009,60000000,42194060,108996113
Science Fiction,Heavy,None,R,Light,District 9,Heavy,8/14/2009,30000000,115646235,212453431
Science Fiction,Heavy,Light,PG-13,Light,2012,Medium,11/13/2009,200000000,166112167,788408539
Comedy,Heavy,Light,R,Medium,The Ugly Truth,Light,7/24/2009,38000000,88915214,205298907
Drama,Heavy,Light,PG-13,Light,Obsessed,Medium,4/24/2009,20000000,68261644,73964713
Drama,Heavy,None,PG,Light,Not Easily Broken,Light,1/9/2009,5000000,10572742,10732909
Comedy,Heavy,Medium,R,Light,What Just Happened,Heavy,10/17/2008,27000000,1090947,2412123
Thriller,Heavy,None,PG-13,Light,Taken,Heavy,1/30/2009,25000000,145000989,226941585
Comedy,Medium,Light,PG-13,Medium,Year One,Medium,6/19/2009,60000000,43337279,57604723
Comedy,Medium,None,PG,None,New In Town,Light,1/30/2009,8000000,16734283,29937909
Drama,Medium,Light,R,Light,Defiance,Heavy,1/16/2009,50000000,28644813,52987754
Drama,Heavy,Medium,R,Heavy,Milk,Medium,11/26/2008,20000000,31841299,57293371
Science Fiction,Heavy,Medium,PG-13,Light,The Spirit,Heavy,12/25/2008,60000000,19806188,39006188
Drama,Medium,None,PG-13,None,The Soloist,Medium,4/24/2009,60000000,31853584,38522450
Drama,Light,None,PG-13,Light,Doubt,Light,12/12/2008,20000000,33446470,53191101
Thriller,Heavy,None,R,None,Punisher: War Zone,Heavy,12/5/2008,35000000,8050977,10157534
Drama,Heavy,Light,PG-13,Light,How She Move,Light,1/25/2008,17000000,7070641,8607815
Drama,Medium,Light,PG-13,Light,The Curious Case Of Benjamin Button,Light,12/25/2008,160000000,127509326,329631958
Drama,Heavy,Medium,R,Medium,Revolutionary Road,Medium,12/26/2008,45000000,22951340,79604820
Science Fiction,Medium,None,PG,Light,Bedtime Stories,Light,12/25/2008,80000000,110101975,221468935
Comedy,Medium,None,PG-13,Light,Four Christmases,Light,11/26/2008,80000000,120146040,168311558
Drama,Medium,Light,PG-13,Light,Seven Pounds,Medium,12/19/2008,54000000,69951824,166617328
Action,Light,None,G,None,The Tale Of Despereaux,Medium,12/19/2008,60000000,50877145,90482317
Comedy,Heavy,Light,PG-13,Medium,Yes Man,Light,12/19/2008,50000000,97690976,225990976
Science Fiction,Light,Light,PG-13,None,The Day The Earth Stood Still,Medium,12/12/2008,80000000,79366978,233066978
Science Fiction,Light,Light,PG-13,None,The Day The Earth Stood Still,Medium,3/4/2003,1200000,3700000,3700000
Drama,Medium,Light,PG-13,Light,Australia,Medium,11/26/2008,130000000,49554002,215080810
Thriller,Light,None,PG,None,Valkyrie,Medium,12/25/2008,90000000,83107829,203932174
Science Fiction,Light,None,PG,None,Harry Potter And The Half-Blood Prince,Medium,7/15/2009,250000000,301959197,935083686
Comedy,Light,Light,PG,None,Old Dogs,Light,11/25/2009,35000000,49492060,95104304
Documentary,None,Light,G,Light,U2 3D,Light,1/23/2008,15000000,12898847,26170402
Horror,Medium,None,PG-13,Light,One Missed Call,Heavy,1/4/2008,20000000,26890041,44513466
Science Fiction,Medium,Light,PG-13,Light,In Time,Heavy,10/28/2011,35000000,37553932,165103952
Comedy,Heavy,Light,PG-13,Light,Tower Heist,Medium,11/4/2011,85000000,78046570,150422946
Drama,Light,Light,R,Medium,J. Edgar,Light,11/9/2011,35000000,37306030,84606030
Thriller,Heavy,Light,R,Light,Killer Elite,Medium,9/23/2011,70000000,25124986,65409046
Thriller,Heavy,Medium,R,Light,Drive,Heavy,9/16/2011,15000000,35060689,81357930
Drama,Medium,None,PG-13,Light,Redemption Road,Light,8/26/2011,2300000,29384,29384
Drama,Heavy,Light,R,None,Take Shelter,Medium,9/30/2011,4750000,1728953,4972016
Drama,Heavy,None,R,Medium,The Ides Of March,None,10/7/2011,23000000,40962534,77735925
Drama,Heavy,Light,R,Light,The Descendants,Light,11/16/2011,20000000,82624961,175507800
Mystery,Light,Light,PG-13,Light,Sherlock Holmes: A Game Of Shadows,Medium,12/16/2011,125000000,186848418,535663443
Comedy,Heavy,Light,R,Medium,Young Adult,Light,12/9/2011,12000000,16311571,22750356
Drama,None,None,PG,None,Hugo,Light,11/23/2011,180000000,73864507,180047784
Drama,Heavy,Light,R,Light,Machine Gun Preacher,Heavy,9/23/2011,30000000,538690,3721988
Drama,Medium,Medium,R,Light,Higher Ground,Light,8/23/2011,1800000,841056,842693
Drama,Light,Medium,PG-13,Light,One Day,Light,8/19/2011,15000000,13843771,59168692
Drama,Heavy,Light,R,Heavy,Hesher,Heavy,5/13/2011,7000000,382946,382946
Horror,Light,None,PG-13,None,Priest,Heavy,5/13/2011,60000000,29136626,84154026
Comedy,Heavy,None,R,Light,Submarine,Light,6/3/2011,1900000,467602,4581937
Drama,Medium,None,PG,Light,We Bought A Zoo,Light,12/23/2011,50000000,75624550,118729073
Comedy,Medium,Light,PG,Light,Jack And Jill,Light,11/11/2011,79000000,74158157,150519217
Animated Comedy,None,Light,PG,Light,Puss In Boots,Medium,10/28/2011,130000000,149260504,554987477
