,GOV,Level of government,TAX,Tax revenue,VAR,Indicator,COU,Country,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
1258,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,1975,1975,USD,US Dollar,9,Billions,,,31.531999999999996,,
1259,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,1976,1976,USD,US Dollar,9,Billions,,,33.705,,
1260,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,1977,1977,USD,US Dollar,9,Billions,,,35.41,,
1261,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,1978,1978,USD,US Dollar,9,Billions,,,37.639,,
1262,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,1979,1979,USD,US Dollar,9,Billions,,,39.355,,
1263,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,1980,1980,USD,US Dollar,9,Billions,,,45.471000000000004,,
1264,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,1981,1981,USD,US Dollar,9,Billions,,,64.176,,
1265,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,1982,1982,USD,US Dollar,9,Billions,,,62.201,,
1266,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,1983,1983,USD,US Dollar,9,Billions,,,61.913999999999994,,
1267,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,1984,1984,USD,US Dollar,9,Billions,,,66.252,,
1268,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,1985,1985,USD,US Dollar,9,Billions,,,66.752,,
1269,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,1986,1986,USD,US Dollar,9,Billions,,,64.642,,
1270,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,1987,1987,USD,US Dollar,9,Billions,,,65.635,,
1271,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,1988,1988,USD,US Dollar,9,Billions,,,71.398,,
1272,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,1989,1989,USD,US Dollar,9,Billions,,,71.172,,
1273,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,1990,1990,USD,US Dollar,9,Billions,,,64.953,,
1274,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,1991,1991,USD,US Dollar,9,Billions,,,76.318,,
1275,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,1992,1992,USD,US Dollar,9,Billions,,,79.913,,
1276,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,1993,1993,USD,US Dollar,9,Billions,,,82.814,,
1277,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,1994,1994,USD,US Dollar,9,Billions,,,93.2282,,
1278,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,1995,1995,USD,US Dollar,9,Billions,,,93.68799999999999,,
1279,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,1996,1996,USD,US Dollar,9,Billions,,,98.5258,,
1280,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,1997,1997,USD,US Dollar,9,Billions,,,99.4428,,
1281,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,1998,1998,USD,US Dollar,9,Billions,,,102.73200000000001,,
1282,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,1999,1999,USD,US Dollar,9,Billions,,,105.6702,,
1283,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,2000,2000,USD,US Dollar,9,Billions,,,108.6002,,
1284,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,2001,2001,USD,US Dollar,9,Billions,,,112.1282,,
1285,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,2002,2002,USD,US Dollar,9,Billions,,,116.706,,
1286,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,2003,2003,USD,US Dollar,9,Billions,,,120.9192,,
1287,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,2004,2004,USD,US Dollar,9,Billions,,,124.6664,,
1288,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,2005,2005,USD,US Dollar,9,Billions,,,132.1274,,
1289,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,2006,2006,USD,US Dollar,9,Billions,,,137.3587,,
1290,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,2007,2007,USD,US Dollar,9,Billions,,,137.3461,,
1291,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,2008,2008,USD,US Dollar,9,Billions,,,133.8945,,
1292,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,2009,2009,USD,US Dollar,9,Billions,,,142.1248,,
1293,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,2010,2010,USD,US Dollar,9,Billions,,,145.3044,,
1294,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,2011,2011,USD,US Dollar,9,Billions,,,146.549,,
1295,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,2012,2012,USD,US Dollar,9,Billions,,,154.1314,,
1296,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,2013,2013,USD,US Dollar,9,Billions,,,153.1871,,
1297,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,2014,2014,USD,US Dollar,9,Billions,,,154.5209,,
1298,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,2015,2015,USD,US Dollar,9,Billions,,,154.7177,,
1299,NES,Total,5121,5121 Excises,TAXNAT,Tax revenue in national currency,USA,United States,2016,2016,USD,US Dollar,9,Billions,,,154.81082,,
1300,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1965,1965,PC,Percentage,0,Units,,,2.984,,
1301,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1966,1966,PC,Percentage,0,Units,,,2.614,,
1302,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1967,1967,PC,Percentage,0,Units,,,2.543,,
1303,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1968,1968,PC,Percentage,0,Units,,,2.49,,
1304,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1969,1969,PC,Percentage,0,Units,,,2.477,,
1305,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1970,1970,PC,Percentage,0,Units,,,2.4330000000000003,,
1306,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1971,1971,PC,Percentage,0,Units,,,2.37,,
1307,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1972,1972,PC,Percentage,0,Units,,,2.1830000000000003,,
1308,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1973,1973,PC,Percentage,0,Units,,,2.11,,
1309,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1974,1974,PC,Percentage,0,Units,,,2.016,,
1310,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1975,1975,PC,Percentage,0,Units,,,1.867,,
1311,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1976,1976,PC,Percentage,0,Units,,,1.795,,
1312,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1977,1977,PC,Percentage,0,Units,,,1.6980000000000002,,
1313,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1978,1978,PC,Percentage,0,Units,,,1.597,,
1314,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1979,1979,PC,Percentage,0,Units,,,1.495,,
1315,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1980,1980,PC,Percentage,0,Units,,,1.589,,
1316,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1981,1981,PC,Percentage,0,Units,,,1.999,,
1317,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1982,1982,PC,Percentage,0,Units,,,1.86,,
1318,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1983,1983,PC,Percentage,0,Units,,,1.702,,
1319,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1984,1984,PC,Percentage,0,Units,,,1.64,,
1320,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1985,1985,PC,Percentage,0,Units,,,1.536,,
1321,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1986,1986,PC,Percentage,0,Units,,,1.4080000000000001,,
1322,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1987,1987,PC,Percentage,0,Units,,,1.348,,
1323,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1988,1988,PC,Percentage,0,Units,,,1.359,,
1324,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1989,1989,PC,Percentage,0,Units,,,1.258,,
1325,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1990,1990,PC,Percentage,0,Units,,,1.0859999999999999,,
1326,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1991,1991,PC,Percentage,0,Units,,,1.236,,
1327,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1992,1992,PC,Percentage,0,Units,,,1.222,,
1328,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1993,1993,PC,Percentage,0,Units,,,1.204,,
1329,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1994,1994,PC,Percentage,0,Units,,,1.276,,
1330,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1995,1995,PC,Percentage,0,Units,,,1.222,,
1331,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1996,1996,PC,Percentage,0,Units,,,1.216,,
1332,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1997,1997,PC,Percentage,0,Units,,,1.155,,
1333,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1998,1998,PC,Percentage,0,Units,,,1.13,,
1334,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,1999,1999,PC,Percentage,0,Units,,,1.094,,
1335,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,2000,2000,PC,Percentage,0,Units,,,1.056,,
1336,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,2001,2001,PC,Percentage,0,Units,,,1.056,,
1337,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,2002,2002,PC,Percentage,0,Units,,,1.063,,
1338,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,2003,2003,PC,Percentage,0,Units,,,1.05,,
1339,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,2004,2004,PC,Percentage,0,Units,,,1.016,,
1340,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,2005,2005,PC,Percentage,0,Units,,,1.0090000000000001,,
1341,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,2006,2006,PC,Percentage,0,Units,,,0.991,,
1342,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,2007,2007,PC,Percentage,0,Units,,,0.9490000000000001,,
1343,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,2008,2008,PC,Percentage,0,Units,,,0.91,,
1344,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,2009,2009,PC,Percentage,0,Units,,,0.986,,
1345,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,2010,2010,PC,Percentage,0,Units,,,0.971,,
1346,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,2011,2011,PC,Percentage,0,Units,,,0.9440000000000001,,
1347,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,2012,2012,PC,Percentage,0,Units,,,0.9540000000000001,,
1348,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,2013,2013,PC,Percentage,0,Units,,,0.9179999999999999,,
1349,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,2014,2014,PC,Percentage,0,Units,,,0.887,,
1350,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,2015,2015,PC,Percentage,0,Units,,,0.8540000000000001,,
1351,NES,Total,5121,5121 Excises,TAXGDP,Tax revenue as % of GDP,USA,United States,2016,2016,PC,Percentage,0,Units,,,0.831,,
1352,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1965,1965,USD,US Dollar,9,Billions,,,4.717,,
1353,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1966,1966,USD,US Dollar,9,Billions,,,5.255,,
1354,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1967,1967,USD,US Dollar,9,Billions,,,5.402,,
1355,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1968,1968,USD,US Dollar,9,Billions,,,5.928,,
1356,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1969,1969,USD,US Dollar,9,Billions,,,6.075,,
1357,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1970,1970,USD,US Dollar,9,Billions,,,6.559,,
1358,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1971,1971,USD,US Dollar,9,Billions,,,7.1610000000000005,,
1359,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1972,1972,USD,US Dollar,9,Billions,,,7.797000000000001,,
1360,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1973,1973,USD,US Dollar,9,Billions,,,8.407,,
1361,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1974,1974,USD,US Dollar,9,Billions,,,9.514,,
1362,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1975,1975,USD,US Dollar,9,Billions,,,10.274000000000001,,
1363,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1976,1976,USD,US Dollar,9,Billions,,,11.337,,
1364,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1977,1977,USD,US Dollar,9,Billions,,,12.248,,
1365,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1978,1978,USD,US Dollar,9,Billions,,,13.501,,
1366,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1979,1979,USD,US Dollar,9,Billions,,,14.774000000000001,,
1367,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1980,1980,USD,US Dollar,9,Billions,,,17.034000000000002,,
1368,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1981,1981,USD,US Dollar,9,Billions,,,20.184,,
1369,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1982,1982,USD,US Dollar,9,Billions,,,22.239,,
1370,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1983,1983,USD,US Dollar,9,Billions,,,22.811,,
1371,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1984,1984,USD,US Dollar,9,Billions,,,24.820999999999998,,
1372,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1985,1985,USD,US Dollar,9,Billions,,,27.099,,
1373,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1986,1986,USD,US Dollar,9,Billions,,,28.230999999999998,,
1374,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1987,1987,USD,US Dollar,9,Billions,,,28.258000000000003,,
1375,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1988,1988,USD,US Dollar,9,Billions,,,30.23,,
1376,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1989,1989,USD,US Dollar,9,Billions,,,31.245,,
1377,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1990,1990,USD,US Dollar,9,Billions,,,38.247,,
1378,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1991,1991,USD,US Dollar,9,Billions,,,38.961999999999996,,
1379,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1992,1992,USD,US Dollar,9,Billions,,,42.373000000000005,,
1380,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1993,1993,USD,US Dollar,9,Billions,,,44.335,,
1381,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1994,1994,USD,US Dollar,9,Billions,,,47.16,,
1382,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1995,1995,USD,US Dollar,9,Billions,,,49.242,,
1383,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1996,1996,USD,US Dollar,9,Billions,,,51.173,,
1384,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1997,1997,USD,US Dollar,9,Billions,,,54.31100000000001,,
1385,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1998,1998,USD,US Dollar,9,Billions,,,57.263000000000005,,
1386,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,1999,1999,USD,US Dollar,9,Billions,,,59.606,,
1387,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,2000,2000,USD,US Dollar,9,Billions,,,64.328,,
1388,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,2001,2001,USD,US Dollar,9,Billions,,,67.203,,
1389,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,2002,2002,USD,US Dollar,9,Billions,,,70.773,,
1390,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,2003,2003,USD,US Dollar,9,Billions,,,78.34,,
1391,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,2004,2004,USD,US Dollar,9,Billions,,,89.53299999999999,,
1392,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,2005,2005,USD,US Dollar,9,Billions,,,100.075,,
1393,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,2006,2006,USD,US Dollar,9,Billions,,,105.5943,,
1394,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,2007,2007,USD,US Dollar,9,Billions,,,107.38013000000001,,
1395,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,2008,2008,USD,US Dollar,9,Billions,,,108.88838,,
1396,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,2009,2009,USD,US Dollar,9,Billions,,,96.60426,,
1397,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,2010,2010,USD,US Dollar,9,Billions,,,102.31891,,
1398,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,2011,2011,USD,US Dollar,9,Billions,,,111.99067,,
1399,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,2012,2012,USD,US Dollar,9,Billions,,,117.0316,,
1400,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,2013,2013,USD,US Dollar,9,Billions,,,121.63711,,
1401,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,2014,2014,USD,US Dollar,9,Billions,,,124.42483,,
1402,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,2015,2015,USD,US Dollar,9,Billions,,,125.81388999999999,,
1403,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXNAT,Tax revenue in national currency,USA,United States,2016,2016,USD,US Dollar,9,Billions,,,127.77325,,
1404,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1965,1965,PC,Percentage,0,Units,,,0.664,,
1405,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1966,1966,PC,Percentage,0,Units,,,0.6709999999999999,,
1406,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1967,1967,PC,Percentage,0,Units,,,0.643,,
1407,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1968,1968,PC,Percentage,0,Units,,,0.659,,
1408,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1969,1969,PC,Percentage,0,Units,,,0.618,,
1409,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1970,1970,PC,Percentage,0,Units,,,0.61,,
1410,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1971,1971,PC,Percentage,0,Units,,,0.613,,
1411,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1972,1972,PC,Percentage,0,Units,,,0.608,,
1412,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1973,1973,PC,Percentage,0,Units,,,0.588,,
1413,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1974,1974,PC,Percentage,0,Units,,,0.614,,
1414,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1975,1975,PC,Percentage,0,Units,,,0.608,,
1415,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1976,1976,PC,Percentage,0,Units,,,0.604,,
1416,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1977,1977,PC,Percentage,0,Units,,,0.5870000000000001,,
1417,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1978,1978,PC,Percentage,0,Units,,,0.573,,
1418,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1979,1979,PC,Percentage,0,Units,,,0.561,,
1419,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1980,1980,PC,Percentage,0,Units,,,0.595,,
1420,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1981,1981,PC,Percentage,0,Units,,,0.629,,
1421,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1982,1982,PC,Percentage,0,Units,,,0.665,,
1422,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1983,1983,PC,Percentage,0,Units,,,0.627,,
1423,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1984,1984,PC,Percentage,0,Units,,,0.614,,
1424,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1985,1985,PC,Percentage,0,Units,,,0.623,,
1425,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1986,1986,PC,Percentage,0,Units,,,0.615,,
1426,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1987,1987,PC,Percentage,0,Units,,,0.58,,
1427,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1988,1988,PC,Percentage,0,Units,,,0.5760000000000001,,
1428,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1989,1989,PC,Percentage,0,Units,,,0.552,,
1429,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1990,1990,PC,Percentage,0,Units,,,0.64,,
1430,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1991,1991,PC,Percentage,0,Units,,,0.631,,
1431,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1992,1992,PC,Percentage,0,Units,,,0.648,,
1432,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1993,1993,PC,Percentage,0,Units,,,0.645,,
1433,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1994,1994,PC,Percentage,0,Units,,,0.645,,
1434,NES,Total,5200,5200 Taxes on use of goods and perform activities,TAXGDP,Tax revenue as % of GDP,USA,United States,1995,1995,PC,Percentage,0,Units,,,0.643,,
